timestamp,price
2023-06-15 00:00:00,25107.754695880594
2023-06-16 00:00:00,25564.599632887144
2023-06-17 00:00:00,26327.3256694539
2023-06-18 00:00:00,26501.044442233673
2023-06-19 00:00:00,26333.092529664373
2023-06-20 00:00:00,26779.387461522838
2023-06-21 00:00:00,28330.891419807507
2023-06-22 00:00:00,30101.764819488686
2023-06-23 00:00:00,29935.632106749556
2023-06-24 00:00:00,30629.24435333575
2023-06-25 00:00:00,30537.816664634793
2023-06-26 00:00:00,30454.75697441562
2023-06-27 00:00:00,30285.50506407074
2023-06-28 00:00:00,30693.54635606798
2023-06-29 00:00:00,30083.477245263824
2023-06-30 00:00:00,30466.610456893526
2023-07-01 00:00:00,30480.781481944465
2023-07-02 00:00:00,30583.619599697537
2023-07-03 00:00:00,30571.887072871446
2023-07-04 00:00:00,31134.713133508405
2023-07-05 00:00:00,30775.624022375305
2023-07-06 00:00:00,30484.79377442352
2023-07-07 00:00:00,29990.055151220247
2023-07-08 00:00:00,30315.26540235163
2023-07-09 00:00:00,30264.19734525722
2023-07-10 00:00:00,30169.87065747925
2023-07-11 00:00:00,30394.28114637557
2023-07-12 00:00:00,30620.81424697801
2023-07-13 00:00:00,30407.41631435991
2023-07-14 00:00:00,31446.0149710716
2023-07-15 00:00:00,30311.827808130518
2023-07-16 00:00:00,30297.971400125534
2023-07-17 00:00:00,30237.334785146097
2023-07-18 00:00:00,30147.860079211525
2023-07-19 00:00:00,29848.03227250528
2023-07-20 00:00:00,29919.87483825516
2023-07-21 00:00:00,29787.041530355687
2023-07-22 00:00:00,29914.68272835899
2023-07-23 00:00:00,29710.155935991766
2023-07-24 00:00:00,30057.956718714588
2023-07-25 00:00:00,29184.901913057693
2023-07-26 00:00:00,29222.974630383527
2023-07-27 00:00:00,29363.672907978616
2023-07-28 00:00:00,29200.244001291314
2023-07-29 00:00:00,29314.09738709836
2023-07-30 00:00:00,29356.74774591667
2023-07-31 00:00:00,29277.755810272716
2023-08-01 00:00:00,29233.136365580438
2023-08-02 00:00:00,29537.109746927432
2023-08-03 00:00:00,29146.63627084363
2023-08-04 00:00:00,29176.15059658541
2023-08-05 00:00:00,29087.938086007627
2023-08-06 00:00:00,29046.800457023197
2023-08-07 00:00:00,29044.204375577556
2023-08-08 00:00:00,29178.147751873083
2023-08-09 00:00:00,29779.56167125089
2023-08-10 00:00:00,29585.48807737921
2023-08-11 00:00:00,29423.81891597763
2023-08-12 00:00:00,29396.8479714205
2023-08-13 00:00:00,29412.142274584105
2023-08-14 00:00:00,29284.96971374381
2023-08-15 00:00:00,29400.58680419105
2023-08-16 00:00:00,29170.490397060614
2023-08-17 00:00:00,28754.197021112574
2023-08-18 00:00:00,26501.58726991974
2023-08-19 00:00:00,26042.838256848998
2023-08-20 00:00:00,26104.778630797897
2023-08-21 00:00:00,26160.700419818215
2023-08-22 00:00:00,26119.005958595222
2023-08-23 00:00:00,26033.675406585844
2023-08-24 00:00:00,26450.00862461353
2023-08-25 00:00:00,26134.934254516003
2023-08-26 00:00:00,26044.036209289134
2023-08-27 00:00:00,26002.015717319366
2023-08-28 00:00:00,26082.717178218525
2023-08-29 00:00:00,26109.2698239287
2023-08-30 00:00:00,27730.50373550554
2023-08-31 00:00:00,27297.261438480404
2023-09-01 00:00:00,25927.417005779287
